Na2O_coal ,MgO_coal,Al2O3_coal,SiO2_coal,p2o5_coal,K2O_coal,TiO2_coal,MnO2_coal,Fe2O3_coal,CaO_coal,SO3_coal,na20_flyash,MgO_flyash,Al2O3_flyash,SiO2_flyash,p2o5_flyash,K2O_flyash,TiO2_flyash,MnO2_flyash,Fe2O3_flyash,CaO_flyash,SO3_flyash
1.08,2.42,15.24,34.8,0.15,2.24,0.37,0.14,12.28,16.91,22.55,1.23,2.61,21.1,38.68,0.18,2.56,0.43,0.12,14.85,21.26,3.875
0.84,2.21,17.25,34.33,0.18,2.48,0.37,0.11,12.86,18.71,21,0.95,2.33,20.85,34.97,0.21,2.74,0.43,0.15,14.67,23.9,3.5925
0.74,1.84,15.35,29.76,0.17,2.22,0.35,0.12,11.85,15.89,22.22,1.04,2.38,20.87,30.45,0.2,2.75,0.47,0.14,15.89,19.93,3.3725
0.86,2,19.3,23.76,0.16,2.06,0.39,0.11,16.14,16.77,19.42,1.05,2.39,20.09,29.78,0.22,2.6,0.41,0.17,20.51,20.11,4.36
#N/A,2.05,17.49,28.19,0.17,2.11,0.38,0.09,14.79,14.28,21.69,1.17,2.48,19.03,30.16,0.24,2.58,0.42,0.12,20.11,15.29,3.5175
1.02,2.16,20.01,31.18,0.17,2.1,0.4,0.13,13.29,11.55,18.82,1.22,2.69,22,33.66,0.19,2.73,0.45,0.13,16.32,17.46,3.3875
0.81,1.85,16.12,34.88,0.15,2.19,0.42,0.1,14.2,15.1,20.44,1.16,2.31,21.01,33.7,0.2,2.83,0.44,0.11,17.35,22.12,3.675
#N/A,2.14,18.64,30.67,0.17,2.27,0.4,0.14,13.87,13.25,23.92,1.13,2.36,20.57,33.11,0.19,3.03,0.43,0.14,17.43,19.67,4.545
0.88,1.99,15.49,28.5,0.12,2.15,0.37,0.15,13.66,14.12,16.71,1.42,2.71,19.91,33.74,0.16,2.66,0.44,0.17,16.41,19.21,4.3975
0.84,1.89,13.97,28.61,0.16,2.36,0.32,0.17,13.39,12.68,22.74,1.08,2.62,18.47,31.59,0.17,2.97,0.38,0.15,17.36,17.24,4.42
0.93,2.14,14.12,29.61,0.19,1.82,0.31,0.17,15.41,12.97,20.13,1.3,3.05,20.81,31.87,0.22,2.73,0.41,0.17,16.07,14.21,5.225
0.78,2.25,15.79,29.29,0.18,2.11,0.33,0.12,15.13,14.23,22.64,0.88,2.36,19.74,37,0.19,2.98,0.46,0.14,15.41,18.04,3.1275
0.79,2.06,18.5,31.31,0.17,2.1,0.42,0.13,13.2,15.13,19.16,1.13,2.43,20.62,38.09,0.2,2.65,0.5,0.17,15.69,19.45,3.3025
0.79,1.78,17.42,29.3,0.21,1.75,0.39,0.12,13.32,15.6,17.73,0.95,2.34,19.04,31.37,0.2,2.95,0.43,0.17,16.67,21.62,2.835
0.78,1.87,17.35,33.74,0.15,2.28,0.37,0.11,13.92,13.69,22.42,0.99,2.32,18.12,38.69,0.2,2.8,0.39,0.13,14.48,19.95,4.44
0.85,1.95,17.7,25.57,0.13,2.54,0.36,0.11,15,17.24,19.94,1.11,2.43,19.83,34.63,0.15,2.89,0.41,0.15,14.89,21.71,3.255
0.74,1.94,18.3,30.5,0.15,2.16,0.39,0.12,13.95,18.87,18.78,1.01,2.59,19.38,40.73,0.2,2.83,0.44,0.15,13.76,23.59,3.225
0.65,1.79,17.13,32.18,0.18,2.03,0.35,0.1,14.51,13.9,18.37,1.05,2.23,19.95,36.41,0.2,3.01,0.43,0.14,15.68,20.24,3.1575
0.77,2.02,17.4,29.11,0.16,2.42,0.38,0.1,17.67,18.04,19.49,0.91,2.34,22.15,38.43,0.22,2.82,0.48,0.15,15.4,23.65,2.8725
0.57,1.56,17.4,31.68,0.17,2.47,0.39,0.13,14.56,16.08,21.38,0.76,2.03,20.36,34.2,0.19,2.95,0.45,0.18,17.38,18.95,4.735
0.65,1.77,16.24,36.3,0.15,2.6,0.35,0.13,13.53,16.57,19.58,0.92,2.17,19.52,37.4,0.19,2.76,0.43,0.15,15.84,23.95,3.23
0.73,1.91,16.27,30.88,0.18,2.45,0.41,0.15,13.98,14.99,17.87,0.97,2.45,21.06,35.96,0.18,2.71,0.52,0.16,16.82,19.69,3.2325
0.72,1.84,15.23,25.39,0.17,2.21,0.36,0.16,15.83,17.41,13.83,0.77,2,19.31,32.38,0.21,2.68,0.47,0.16,17.4,21.69,3.0025
0.71,2.03,21.96,32.64,0.16,2.4,0.5,0.12,12.08,20.23,15,1.01,2.42,19.73,37.91,0.18,2.55,0.5,0.19,12.92,21.8,2.63
0.86,2.36,18.34,34.14,0.2,2.34,0.43,0.12,12.86,15.61,16.65,0.97,2.35,19.32,36.52,0.23,2.63,0.42,0.12,14.72,23.16,2.85
0.6,1.72,23.2,35.73,0.16,2.53,0.63,0.12,12.23,15.1,22.31,1.03,2.52,22.96,39.01,0.21,2.78,0.63,0.19,13.86,20.35,3.585
0.84,1.91,16.46,35.59,0.16,2.35,0.39,0.13,11.96,17.48,18.5,0.87,1.87,19.28,38.36,0.16,3.01,0.51,0.15,13.66,26.62,2.6425
0.66,1.62,17.02,32.91,0.17,2.28,0.37,0.12,12.26,18.46,20.28,0.81,2.27,18.91,38.35,0.17,2.73,0.51,0.17,14.28,18.55,3.17
0.69,2.06,18.43,35.33,0.17,1.96,0.39,0.12,13.07,15.37,21.34,1.05,2.68,19.22,37.58,0.19,2.49,0.43,0.14,14.54,18.08,2.9925
0.66,1.714,18.68,35.28,0.14,2.52,0.4,0.13,12.12,13.18,20.18,0.92,2.35,21.88,38.35,0.14,2.55,0.47,0.1,13.65,15.97,3.3
0.75,1.79,17.47,34.29,0.16,2.45,0.39,0.14,11.61,11.03,18.66,0.9,2.25,19.82,41.79,0.19,2.94,0.41,0.15,12.75,17.81,2.9275
0.61,1.68,17.36,36.39,0.16,2.13,0.36,0.14,12.6,16.6,17.97,1.47,2.4,19.1,40.89,0.17,2.8,0.43,0.21,13.5,22.16,3.285
0.68,1.68,17.42,34.25,0.16,2.45,0.36,0.14,12.97,14.55,17.78,0.99,2.42,19.31,36.58,0.19,2.85,0.45,0.21,15.27,17.37,2.915
0.65,1.7,17.46,32.81,0.16,2.39,0.37,0.13,13.03,15.51,19.4,0.96,2.09,19.34,36.85,0.2,2.87,0.41,0.15,14.9,17.06,2.9
0.66,1.76,16.16,30.89,0.17,3.07,0.38,0.15,12.72,16.25,11.9,0.99,2.4,18.63,34.95,0.21,2.78,0.43,0.2,14.28,21.94,2.956666667
0.75,1.87,15.34,37.49,0.16,2.42,0.32,0.16,11.85,14.93,15.46,0.92,2.29,17.41,43.24,0.21,3.1,0.35,0.24,12.42,21.03,2.865
0.66,1.87,15.59,36.76,0.16,2.84,0.34,0.13,11.42,17.07,19.12,0.97,2.53,17.03,40.11,0.19,3.58,0.42,0.16,13.46,22.56,4.315
0.74,1.86,18.11,32.57,0.17,2.2,0.42,0.17,11.95,14.79,17.63,1.09,2.47,21.18,17.56,0.2,2.82,0.47,0.18,23,15.92,4.13
0.64,1.67,16.42,31.31,0.17,2.51,0.35,0.13,12.27,17.67,17.4,0.78,2.14,20.31,36.98,0.18,3.1,0.45,0.17,14.32,16.69,3.035
0.6,1.89,16.97,34.73,0.17,2.26,0.36,0.13,12.44,18.51,19.4,0.77,2.14,19.51,37.22,0.17,2.87,0.44,0.14,15.14,21.22,3.27
0.64,1.97,19.51,35.2,0.19,2.72,0.41,0.14,11.92,19.35,23.69,0.77,2.41,22.44,37.54,0.21,2.99,0.45,0.19,14.98,22.58,3.47
0.61,1.68,17.82,19.79,0.18,2.59,0.39,0.15,15.68,16.29,23.28,0.66,1.93,19.79,35.54,0.22,2.96,0.43,0.18,17.73,16.79,3.1225
0.58,1.83,17.35,34.65,0.18,2.36,0.38,0.15,12.29,15.96,20.71,0.79,2.3,19.71,37.36,0.22,2.66,0.41,0.17,15.32,18.29,3.8175
0.61,1.76,16.54,40.81,0.16,2.46,0.37,0.12,12.05,15.11,20.69,0.78,2.14,19.67,43.81,0.18,3.4,0.43,0.16,13.85,18.46,2.9
0.63,1.94,16.9,31.72,0.17,2.26,0.35,0.13,11.73,16.49,25.03,0.88,2.45,19.01,39.51,0.2,2.61,0.39,0.17,13.43,17.66,3.0975
0.64,2,17.8,36.34,0.16,2.46,0.38,0.14,11.5,17.36,17.31,0.91,2.5,19.58,40.85,0.21,2.67,0.4,0.18,12.94,19.11,3.1025
0.64,1.92,15.79,31.35,0.16,2.33,0.35,0.13,13.38,16.88,18.13,0.83,2.43,18.39,39.36,0.22,2.89,0.43,0.17,14.25,17.77,3.1175
0.65,1.88,16.58,40.08,0.16,2.15,0.37,0.15,13.05,14.59,22.84,1.03,2.46,18.85,41.49,0.2,3.16,0.46,0.18,12.85,23.04,4.7525
0.69,2.12,15.44,36.89,0.18,2.73,0.36,0.15,12.06,14.04,16.47,0.98,2.45,18.6,37.18,0.19,2.74,0.43,0.19,15.08,19.16,3.2625
0.71,2.1,16.2,34.46,0.18,1.91,0.37,0.16,12.34,11.5,21.67,1.01,2.59,18.91,35.4,0.21,2.69,0.42,0.18,14.51,18.42,2.94
0.69,1.97,16.36,35.05,0.15,2.23,0.39,0.15,12.86,15.84,17.13,0.98,2.39,18.72,40.71,0.15,2.58,0.43,0.18,12.87,19.68,3.335
0.61,1.85,16.4,31.01,0.15,2.17,0.35,0.16,13.23,16.9,17.9,0.84,2.43,18.92,34.16,0.16,2.84,0.41,0.2,14.5,19.4,2.605
0.65,2,14.54,34.8,0.16,2.18,0.31,0.16,12.16,13.96,18.07,0.93,2.39,17.95,36.7,0.19,2.7,0.39,0.2,14.83,19.48,3.1125
0.6,1.88,15.31,32.66,0.18,2.27,0.35,0.11,12.32,12.52,22.36,0.97,2.43,17.93,37.59,0.24,3.04,0.41,0.14,14.18,23.36,3.2325
0.64,1.96,17.7,30.75,0.17,2.19,0.41,0.14,14.1,16.19,18.39,0.89,2.53,20.69,34.81,0.21,2.73,0.45,0.19,16.62,25.03,3.205
0.62,1.89,16.28,38.78,0.16,2.3,0.36,0.14,11.29,17.51,22.29,0.81,2.3,19.24,35.47,0.19,2.96,0.45,0.2,14.92,24.67,2.9225
0.65,1.95,15.23,26.04,0.17,2.28,0.33,0.15,15.77,16.42,21.07,0.8,2.42,17.5,36.31,0.2,2.91,0.39,0.2,15.25,23.23,2.92
0.65,1.99,15.41,31.67,0.17,2.54,0.34,0.14,14.52,15.49,19.67,0.97,2.44,18.21,31.93,0.21,2.79,0.38,0.19,16.42,21.07,3.23
0.62,2.14,15.2,31.08,0.18,2.43,0.34,0.13,13.1,17.52,18.11,0.85,2.42,18.16,33.61,0.2,2.71,0.41,0.14,16.13,23.49,2.995
0.56,1.83,16.58,31.08,0.19,2.41,0.34,0.14,13.25,18.58,17.25,0.78,2.27,20.51,35.09,0.2,2.91,0.4,0.15,15.17,23.05,2.8875
0.63,1.85,16.9,32.62,0.16,2.73,0.38,0.11,12.72,18.08,18.62,0.94,2.12,18.78,42.35,0.17,2.68,0.44,0.15,13.06,20.15,2.91
0.67,1.77,18.56,30.91,0.15,2.27,0.4,0.1,12.83,16.11,19.2,0.8,2.08,20.19,37,0.18,2.67,0.47,0.13,14.29,22.04,3.47
0.63,1.73,18.37,33.5,0.15,2.38,0.4,0.13,13.39,18.16,17.9,0.71,1.94,21.81,39.26,0.19,3.02,0.48,0.16,14.09,21.71,2.92
0.7,1.81,17.88,33.07,0.15,2.44,0.37,0.15,13.23,14.99,14.47,0.88,1.96,20.45,38.2,0.17,2.49,0.42,0.2,15,16.9,2.5125
0.65,1.8,16.09,36.76,0.13,1.84,0.32,0.13,13.23,12.87,17.89,0.95,2.12,18.99,36.18,0.14,2.86,0.39,0.16,14.62,21.71,2.8375
0.75,1.9,15.95,34.1,0.14,2.03,0.32,0.1,13.31,17.32,20.86,0.94,2.4,19.56,35.5,0.2,2.64,0.4,0.14,14.82,21.24,3.3925
0.81,2,17.64,34.04,0.17,1.92,0.38,0.11,12.2,13.66,22.26,0.98,2.39,20.8,35.7,0.17,2.64,0.43,0.16,15.03,21.9,2.535
0.85,1.79,17.41,40.95,0.16,2.14,0.34,0.15,11.54,19.7,21.55,1.08,2.07,19.26,34.43,0.19,2.77,0.44,0.17,15.73,22.68,3.0225
0.65,1.84,13.37,31.5,0.13,1.95,0.35,0.14,14.67,15.88,18.4,0.93,2.25,18.24,37.13,0.17,2.66,0.39,0.16,15.44,20.81,3.51
0.67,1.92,14.23,33.11,0.17,2.37,0.32,0.14,12.88,17.71,14.88,1.08,2.52,18.13,34.57,0.15,2.87,0.39,0.14,16.8,23.3,3.115
0.8,2.02,13.22,33.69,0.13,2.55,0.35,0.14,13.37,17.31,20.06,1.15,2.76,19.61,31.39,0.17,2.82,0.44,0.15,15.33,21.7,3.8425
0.9,1.92,15.97,26.65,0.15,2.07,0.36,0.12,14.1,17.14,18.9,0.95,2.4,20.16,35.24,0.17,2.75,0.48,0.14,15.12,21.74,3.12
0.81,2.04,16.71,28.61,0.15,2.36,0.36,0.12,13.5,18.4,18.31,0.85,2.31,19.58,32.18,0.22,2.72,0.42,0.16,17.63,23.36,2.485
0.58,1.9,17.5,27.72,0.16,2.23,0.4,0.13,12.61,11.35,17.28,0.92,2.35,20.14,32.34,0.2,2.77,0.45,0.15,15.77,16.02,3.2625
0.7,1.91,17.72,30.6,0.14,2.45,0.38,0.1,12.54,14.89,20.07,0.88,2.33,21.1,37.3,0.14,2.85,0.45,0.12,13.79,17.16,2.8025
0.63,1.74,18.1,27.96,0.15,2.47,0.39,0.12,13.15,15.06,17.28,0.81,2.07,21.31,35.39,0.09,3,0.44,0.16,14.66,21.15,2.5075
0.61,1.91,17.21,34.58,0.15,2.02,0.37,0.14,12.62,12.13,20.67,0.82,2.37,17.76,39.92,0.17,2.69,0.39,0.16,14.07,15.99,3.7225
0.77,2.08,16.43,37.4,0.16,2.27,0.34,0.12,11.55,12.52,20.15,0.86,2.72,20.11,38.13,0.18,2.76,0.43,0.18,14.48,18.2,2.9275
0.68,1.9,15.5,30.33,0.15,2.13,0.3,0.12,12.62,17.18,15.84,0.91,2.32,18.21,33.86,0.16,2.64,0.37,0.16,15.18,17.65,2.63
0.64,2.14,16.74,34.71,0.15,2.38,0.32,0.14,12.02,15.71,20.12,0.9,2.71,20.49,35.57,0.2,2.79,0.4,0.14,15.11,15.73,2.8925
0.6,1.99,16.35,33.1,0.14,2.26,0.35,0.12,11.06,13.52,21.47,0.67,2.58,20.42,36.03,0.2,2.76,0.4,0.17,14.6,18.8,2.885
0.76,1.96,18.4,35.87,0.18,1.95,0.36,0.12,10.99,18.71,17.49,0.91,2.37,19.76,39.29,0.19,2.62,0.39,0.15,12.77,14.75,3.07
0.8,2.02,15.86,36.2,0.15,2.36,0.32,0.12,11.56,15.63,18.12,1.18,2.57,19.22,41.65,0.15,2.76,0.39,0.16,12.76,15.45,2.1875
0.71,2.15,16.58,30.51,0.16,2,0.32,0.1,13.52,14.25,17.79,1.15,2.63,16.78,36.39,0.2,2.62,0.32,0.16,15.86,20.42,3.315
0.63,2.08,17.72,32.35,0.16,2.67,0.34,0.11,12.3,12.67,17.05,0.98,3.04,18.81,36.18,0.17,2.89,0.35,0.13,14.97,20.87,2.465
0.64,2.12,18.13,33.25,0.16,2.28,0.37,0.12,11.52,12.19,26.58,1.04,2.85,20.63,33.97,0.17,2.66,0.41,0.07,15.17,16.45,2.535
0.6,1.96,16.33,34.7,0.17,2.38,0.33,0.12,11.51,11.18,16.25,0.84,2.33,24.5,37.15,0.2,2.66,0.47,0.14,13.92,14.56,2.2125
0.68,2.11,16.5,31.41,0.16,2.07,0.34,0.12,11.46,9.97,18.92,0.78,1.96,19.69,34.79,0.17,2.56,0.39,0.13,14.81,13.23,2.45
0.68,2.15,17.11,26.59,0.16,1.91,0.35,0.12,13.03,14.5,18.95,0.89,2.48,19,32.91,0.19,2.61,0.39,0.14,15.07,22.06,2.78
0.7,1.99,17.13,32.38,0.16,2.16,0.36,0.12,12.66,12.99,16.64,0.81,2.36,19.45,34.51,0.23,2.63,0.41,0.17,16.31,16.38,2.0175
0.63,1.87,17.82,27.78,0.17,2.27,0.35,0.12,13.14,12.74,17.13,0.86,2.39,19.66,31.62,0.21,2.95,0.38,0.15,16.15,16.52,2.2525
0.71,2.03,17.13,29.66,0.18,2.03,0.37,0.13,15.63,11.28,16.05,0.97,2.54,20.17,37.62,0.24,2.55,0.44,0.17,14.4,20.55,2.6575
0.59,1.96,17.56,30.31,0.18,1.55,0.37,0.12,12.56,15.2,18.67,0.83,2.31,19.52,33.52,0.23,2.87,0.42,0.16,14.67,19.98,3.025
0.9,1.89,17.23,32.15,0.17,2.08,0.36,0.13,13.14,11.95,14.97,1.22,2.42,19.92,36.01,0.21,2.94,0.42,0.16,15.14,18.45,2.64
0.77,1.97,16.7,29,0.17,2.35,0.35,0.15,13.03,13.38,19.28,0.69,2.54,21.09,32.98,0.19,2.9,0.45,0.19,16.24,15.51,3.41
0.59,1.87,14.19,26.29,0.17,2.45,0.28,0.15,14.57,12.8,20.2,0.84,2.29,16.73,35.02,0.21,2.97,0.34,0.18,14.4,16.84,2.3925
0.92,1.95,15.02,31.84,0.18,2.09,0.31,0.14,12.06,13.36,20.96,1.44,2.55,16.44,32.26,0.23,2.55,0.35,0.18,16.47,16.4,2.49
0.82,1.99,15.79,30.95,0.2,2.28,0.34,0.13,13.1,12.51,20.75,1.52,2.66,17.19,36.19,0.22,2.82,0.37,0.17,14.49,19.86,2.9725
0.54,1.94,16.67,30.32,0.14,2.13,0.35,0.14,12.55,12.07,21.77,0.84,2.69,19.28,30.06,0.17,2.83,0.42,0.17,16.09,18.2,2.7425
0.58,2.14,16.5,22.67,0.16,2.12,0.35,0.12,15.03,11.99,19.61,0.78,2.66,18.61,38.11,0.18,2.56,0.39,0.16,14.06,17.79,2.5325
0.57,2,15.47,30.67,0.15,2.23,0.31,0.14,13.25,12.26,16.76,0.81,2.52,17.1,37.43,0.16,2.63,0.35,0.2,14.57,15.43,2.22
0.83,2.25,15.15,32.89,0.18,1.72,0.34,0.17,12.81,9.09,20.43,1.12,3.01,17.62,39.62,0.24,2.5,0.38,0.19,14.37,11.62,3.165
0.53,1.86,13.17,36.53,0.14,1.99,0.26,0.15,12.84,13.81,20.93,0.66,2.24,17.7,37.52,0.16,2.85,0.37,0.21,14.59,16.55,3.52
0.67,2.55,14.78,29.49,0.16,1.94,0.3,0.16,12.68,12.33,17.22,0.85,2.77,16.59,34.06,0.22,2.86,0.33,0.17,14.77,16.97,2.093333333
0.87,2.28,14.67,32.37,0.17,1.61,0.3,0.14,12.28,12.8,19.64,0.94,3.25,19.03,39.04,0.2,2.67,0.39,0.16,14.28,18.03,1.7825
0.5,1.95,16.1,31.02,0.2,1.86,0.33,0.18,12.75,13.05,15.56,0.81,2.59,19.33,37.86,0.19,2.66,0.39,0.23,15.12,15.44,3.8825
0.62,2.42,13.49,30.35,0.14,1.78,0.27,0.16,12.85,10.77,15.34,0.94,3.11,16.56,33.47,0.18,2.84,0.32,0.21,15.99,17.57,3.785
0.63,2.38,15.05,31.41,0.16,1.83,0.3,0.14,12.69,17.58,15.19,1.01,3.09,16.53,34.07,0.2,2.84,0.32,0.17,15.87,20.23,2.37
0.73,2.18,14.59,26.54,0.14,1.92,0.28,0.12,14.11,13.19,13.74,1.47,3.28,17.58,32.22,0.19,2.83,0.33,0.14,16.32,28.15,2.22
0.59,2.11,17.47,29.76,0.16,1.96,0.35,0.13,13.87,14.86,17.39,0.96,3.02,19.98,39.38,0.17,2.77,0.41,0.2,13.39,21.59,3.38
0.58,1.83,16.95,29.06,0.16,1.72,0.36,0.13,12.74,12.3,20.82,0.83,2.3,18.3,39.32,0.16,2.59,0.39,0.16,14.26,17.07,3.355
0.58,1.79,17.27,25.1,0.14,1.96,0.36,0.15,14.3,13.01,20.68,0.73,2.23,20,35.07,0.17,2.85,0.43,0.21,14.37,19.04,3.77
0.53,1.84,15.27,26.67,0.14,2.15,0.32,0.13,13.03,8.13,18.21,0.77,2.33,17.06,34.17,0.17,2.62,0.37,0.17,14.01,7.59,3.3525
0.79,2.15,15.77,26.87,0.15,2.28,0.32,0.12,14.64,12.34,19.12,1.16,2.74,18.96,38.3,0.19,2.68,0.39,0.19,13.92,15.41,3.7775
0.71,1.91,17.26,27.69,0.1,2.57,0.34,0.13,14.51,13.6,17.11,0.95,2.4,18.33,36.73,0.17,2.75,0.37,0.15,14.67,18.89,3.5375
0.55,1.86,18.05,29.04,0.13,1.86,0.36,0.14,13.99,15.6,19.52,0.83,2.43,19.88,37.69,0.19,2.66,0.37,0.17,13.58,19.82,3.0125
0.62,1.78,16.67,28.75,0.13,1.93,0.33,0.09,13.37,13.65,17.81,0.88,2.34,19.47,38.19,0.15,2.53,0.39,0.11,14.65,20.58,2.6575
0.63,1.83,17.81,26.37,0.15,2.25,0.34,0.11,13.84,12.35,17.62,0.9,2.59,20.49,35.17,0.19,2.63,0.37,0.12,15.79,16.07,3.2325
0.47,1.81,15.69,28.91,0.18,2.34,0.29,0.12,12.99,15.23,16.54,0.61,2.34,20.25,37.39,0.2,2.58,0.37,0.12,14.73,16.94,2.96
0.52,1.95,13.47,31.18,0.15,2.02,0.25,0.13,13.61,14.29,14.32,0.7,2.25,18.87,32.35,0.17,2.26,0.35,0.13,16.27,18.09,1.8675
0.6,2.04,16.12,33.53,0.16,1.96,0.3,0.12,12.46,15.04,13.69,0.84,2.68,20.42,35.6,0.17,2.45,0.36,0.12,14.87,18.47,2.6025
0.5,1.86,17.54,36.47,0.14,1.92,0.32,0.1,12.76,14.52,14.42,0.94,2.48,19.66,36.38,0.16,2.46,0.37,0.13,15.44,17.85,2.1475
0.66,1.81,16.34,27.96,0.15,2.04,0.31,0.1,14.9,13.13,16.44,1.1,2.38,18.96,34.71,0.17,2.47,0.36,0.12,16.31,20.04,2.6275
0.77,2.04,16.51,29.01,0.14,1.98,0.35,0.1,13.21,12.25,18.11,1.12,2.47,19.28,33.65,0.16,2.47,0.38,0.13,17.85,20.9,3.2275
0.62,1.65,18.38,33.85,0.15,1.9,0.33,0.05,12.98,14.18,17.26,0.79,2.12,19.53,35.37,0.17,2.45,0.37,0.1,15.66,20.1,1.7125
0.48,1.79,21.31,35.72,0.16,2.05,0.4,0.11,11.95,19.51,17.85,0.94,2.33,20.5,34.07,0.2,2.57,0.37,0.17,14.49,23.85,3.6875
0.4,1.7,17.52,29.97,0.17,2.19,0.31,0.14,12.51,19.58,18.39,0.58,2.11,14.53,30.48,0.2,2.54,0.34,0.18,16.63,24.11,2.19
0.45,1.68,17.14,28.62,0.15,1.8,0.31,0.14,12.64,19.29,22.03,1.43,2.98,17.87,31.78,0.17,2.65,0.35,0.16,15.67,27.64,4.34
0.45,1.66,14.97,28.53,0.16,2.24,0.3,0.14,13.51,17.23,18.18,0.66,2.24,18.09,31.87,0.16,2.82,0.34,0.15,16.87,29.09,4.4
0.62,2.12,16.26,30.48,0.15,2.48,0.31,0.11,13.07,13.28,19.09,0.91,2.49,19.21,33.79,0.19,2.62,0.37,0.14,15.86,11.4,3.623333333
0.49,1.96,17.45,29.87,0.15,2.18,0.32,0.12,12.98,16.85,18.1,0.67,2.54,20.64,32.96,0.22,2.76,0.37,0.15,15.85,18.11,2.585
0.71,2.03,16.94,27.4,0.15,2.29,0.32,0.12,13.33,15.26,18.58,0.85,2.27,18.65,31.88,0.19,2.57,0.36,0.12,16.92,17.63,3.39
0.67,1.9,15.93,29.94,0.16,1.76,0.31,0.12,12.61,14.81,18.35,1.02,2.44,19.38,36.58,0.19,2.55,0.37,0.14,14.36,18.29,3.325
0.77,1.96,15.76,31.49,0.14,2.27,0.29,0.13,12.51,15.32,19.59,1.27,2.73,18.48,33.5,0.15,2.65,0.35,0.15,15.54,20.51,4.27
0.77,2.2,14.87,28.65,0.16,2.07,0.27,0.11,13.79,14.12,21.65,1.25,2.84,17.67,33.96,0.19,2.58,0.34,0.14,15.44,20.81,4.5275
0.9,2.32,17.39,33.55,0.16,2.07,0.31,0.12,12.18,19.15,22.69,1.37,3.04,19.91,38.95,0.18,2.63,0.37,0.15,14.04,22.2,3.44
0.86,2.09,16.23,35.7,0.14,2.06,0.31,0.14,12.32,13.12,23.14,1.22,2.82,18.54,35.37,0.16,2.7,0.34,0.17,15,17.14,2.6825
1.03,2.45,15.24,31.06,0.15,2.05,0.31,0.14,12.19,10.92,19.08,1.44,2.81,17.16,36.1,0.17,2.53,0.33,0.16,14.5,17.36,4.0425
0.92,2.42,15.47,34.72,0.15,2.29,0.31,0.11,11.96,12.97,17.57,1.39,3.14,18.36,35.06,0.17,2.66,0.37,0.14,14.92,15.44,3.6325
0.87,2.12,15.81,26.13,0.17,1.8,0.31,0.13,13.21,16.09,20.8,1.38,2.69,18.99,34,0.15,2.68,0.38,0.16,15.15,24.61,3.51
0.92,2.17,15.82,33.3,0.16,1.98,0.31,0.13,11.63,15.77,19.9,1.35,2.83,18.37,35.56,0.15,2.44,0.36,0.19,14.88,20.89,4.0525
0.88,2.14,16.03,31.05,0.18,2.24,0.31,0.1,11.95,17.79,20.97,1.4,2.81,16.23,33.99,0.22,2.68,0.32,0.16,14.66,18.28,3.175
0.99,2.36,17.14,31.01,0.14,2.22,0.33,0.13,12.02,14.53,22.01,1.63,3.32,17.61,35.28,0.16,2.55,0.35,0.14,14.15,19.65,4.7275
0.96,2.26,13.99,31.55,0.15,1.67,0.29,0.1,12.29,15.15,22.92,1.4,2.94,17.47,35.22,0.15,2.57,0.36,0.14,13.57,16.48,4.9575
0.99,2.62,16.99,30.48,0.16,1.8,0.32,0.11,11.43,14.07,14.58,1.46,2.97,19.4,33.86,0.18,2.58,0.37,0.15,14.52,15.92,2.535
0.85,2.13,17.13,40.65,0.16,2.06,0.33,0.13,8.99,15.59,19.15,1.21,2.65,17.53,44.41,0.19,2.66,0.35,0.14,10.53,15.51,3.12
0.82,2.22,18.2,32.38,0.15,1.46,0.32,0.11,11.01,19.32,19.06,1.62,3.34,21.19,42.26,0.15,2.7,0.35,0.12,11.44,23.25,3.7
0.79,2.12,16.66,35.01,0.17,1.96,0.32,0.11,9.31,18.35,19.88,1.1,2.53,20.23,39.14,0.18,2.67,0.37,0.11,11.07,20.16,2.89
0.84,2.05,17.29,38.95,0.18,2.04,0.33,0.11,9.44,15.72,22.44,1.3,2.49,20.33,43.17,0.19,2.43,0.39,0.13,11.98,19.61,5.595
0.99,2.12,16.7,40.12,0.17,2.25,0.31,0.09,9.36,12.03,20.7,1.3,2.57,19.1,41.19,0.17,2.43,0.37,0.09,11.73,19.44,3.815
0.95,2.09,18.39,31.6,0.18,2.28,0.34,0.11,11.41,15.94,15.64,1.31,2.61,20.99,42.27,0.21,2.74,0.41,0.12,11.46,23.04,2.845
0.87,1.87,16.81,34.27,0.16,2.36,0.33,0.13,10.4,16.13,15.21,1.07,2.19,20.12,45.46,0.18,2.66,0.39,0.15,10.35,20.52,2.89
0.75,2,15.16,38.35,0.12,2.46,0.29,0.11,9.98,14.74,15.24,0.97,2.43,17.59,41.61,0.2,2.81,0.33,0.13,11.7,22.04,1.71
0.88,2.18,15.32,28.85,0.18,1.94,0.3,0.14,11.94,16.16,20.17,1.47,3.01,19,45.68,0.21,2.3,0.37,0.13,10.16,23.3,3.5725
0.86,2.13,15.22,34.66,0.19,2.15,0.29,0.11,10.31,13.42,21.73,1.09,2.57,20.17,43.84,0.24,2.49,0.38,0.12,11.54,20.54,4.4075
0.94,2.19,16.48,36.44,0.18,2,0.33,0.1,10.48,14.29,23.94,1.11,2.47,18.35,39.41,0.26,2.42,0.37,0.11,12.82,25.77,4.6975
